,Category,Rank,Title,Price,Title Length
1648,Health Fitness Dieting,49,"Thinking, Fast and Slow",9.6,23
1649,Health Fitness Dieting,50,"Medical Medium Thyroid Healing: The Truth behind Hashimoto's, Graves', Insomnia, Hypothyroidism, Thyroid Nodules & Epstein-Barr",16.79,127
1650,Health Fitness Dieting,51,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,12.99,86
1651,Health Fitness Dieting,52,Shoe Dog: A Memoir by the Creator of Nike,-2.0,41
1652,Health Fitness Dieting,53,Paleo Principles,30.62,16
1653,Health Fitness Dieting,54,Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone,14.99,83
1654,Health Fitness Dieting,55,The Blue Zones of Happiness: Lessons From the World's Happiest People,17.08,69
1655,Health Fitness Dieting,56,Why We Sleep: Unlocking the Power of Sleep and Dreams,12.99,53
1656,Health Fitness Dieting,57,The Power of Now,-2.0,16
1657,Health Fitness Dieting,58,The Power of Now: A Guide to Spiritual Enlightenment,8.98,52
1658,Health Fitness Dieting,59,Lessons From a Third Grade Dropout,8.02,34
1659,Health Fitness Dieting,60,The Untethered Soul: The Journey Beyond Yourself,-2.0,48
1660,Health Fitness Dieting,61,Why Buddhism Is True: The Science and Philosophy of Enlightenment,-2.0,65
1661,Health Fitness Dieting,62,The How Not to Die Cookbook: 100+ Recipes to Help Prevent and Reverse Disease,20.39,77
1662,Health Fitness Dieting,63,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",10.26,99
1663,Health Fitness Dieting,64,Trim Healthy Mama's Trim Healthy Table: More Than 300 All-New Healthy and Delicious Recipes from Our Homes to Yours,20.86,115
1664,Health Fitness Dieting,65,"AARP Meditations for Caregivers: Practical, Emotional, and Spiritual Support for You and Your Family",10.87,100
1665,Health Fitness Dieting,66,The State of Affairs: Rethinking Infidelity,-2.0,43
1666,Health Fitness Dieting,67,Man's Search for Meaning,9.97,24
1667,Health Fitness Dieting,68,48 Laws of Power,-2.0,16
1668,Health Fitness Dieting,69,10-Day Green Smoothie Cleanse,10.19,29
1669,Health Fitness Dieting,70,Grit: The Power of Passion and Perseverance,-2.0,43
1670,Health Fitness Dieting,71,"I Thought It Was Just Me (but it isn?t): Telling the Truth about Perfectionism, Inadequacy, and Power",-2.0,101
1671,Health Fitness Dieting,72,Lessons From a Third Grade Dropout,4.99,34
1672,Health Fitness Dieting,73,Forks Over Knives - The Cookbook: Over 300 Recipes for Plant-Based Eating All Through the Year,11.89,94
1673,Health Fitness Dieting,74,Smarter Faster Better: The Transformative Power of Real Productivity,2.99,68
1674,Health Fitness Dieting,75,"The Power of Vulnerability: Teachings of Authenticity, Connection, and Courage",-2.0,78
1675,Health Fitness Dieting,76,How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease,21.49,87
1676,Health Fitness Dieting,77,The Power of Habit: Why We Do What We Do in Life and Business,10.56,61
1677,Health Fitness Dieting,78,"Boundaries Updated and Expanded Edition: When to Say Yes, How to Say No To Take Control of Your Life",13.35,100
1678,Health Fitness Dieting,79,"Food Can Fix It: The Superfood Switch to Fight Fat, Defy Aging, and Eat Your Way Healthy",14.99,88
1679,Health Fitness Dieting,80,Why We Sleep: Unlocking the Power of Sleep and Dreams,-2.0,53
1680,Health Fitness Dieting,81,The Four Agreements,-2.0,19
1681,Health Fitness Dieting,82,The Book of Joy: Lasting Happiness in a Changing World,17.82,54
1682,Health Fitness Dieting,83,Grit: The Power of Passion and Perseverance,19.17,43
1683,Health Fitness Dieting,84,The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind,10.87,90
1684,Health Fitness Dieting,85,On Becoming Baby Wise: Giving Your Infant the Gift of Nighttime Sleep,9.69,69
1685,Health Fitness Dieting,86,The Secret,-2.0,10
1686,Health Fitness Dieting,87,The Obesity Code: Unlocking the Secrets of Weight Loss,12.44,54
1687,Health Fitness Dieting,88,The Whole30 Fast & Easy Cookbook: 150 Simply Delicious Everyday Recipes for Your Whole30,19.49,88
1688,Health Fitness Dieting,89,Adult Coloring Book: Stress Relieving Animal Designs,5.99,52
1689,Health Fitness Dieting,90,"Meditation: Meditation for Beginners - How to Relieve Stress, Anxiety and Depression and Return to a State of Inner Peace and Happiness (How to Meditate, ... for Beginners, Mindfulness Book 1)",2.99,192
1690,Health Fitness Dieting,91,Emotional Intelligence 2.0,18.46,26
1691,Health Fitness Dieting,92,The Whole30 Cookbook: 150 Delicious and Totally Compliant Recipes to Help You Succeed with the Whole30 and Beyond,21.0,113
1692,Health Fitness Dieting,93,Quiet: The Power of Introverts in a World That Can't Stop Talking,9.39,65
1693,Health Fitness Dieting,94,"Atkins: Eat Right, Not Less: Your Guidebook for Living a Low-Carb and Low-Sugar Lifestyle",19.49,89
1694,Health Fitness Dieting,95,Teach Your Child to Read in 100 Easy Lessons,15.19,44
1695,Health Fitness Dieting,96,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,9.19,62
1696,Health Fitness Dieting,97,The Dangerous Case of Donald Trump: 27 Psychiatrists and Mental Health Experts Assess a President,-2.0,97
1697,Health Fitness Dieting,98,The Fast Metabolism Diet: Eat More Food and Lose More Weight,14.87,60
1698,Health Fitness Dieting,99,The Book of Joy: Lasting Happiness in a Changing World,-2.0,54
1699,Health Fitness Dieting,100,The Obesity Code: Unlocking the Secrets of Weight Loss,-2.0,54
1700,History,1,The Death of the Banker: The Decline and Fall of the Great Financial Dynasties and the Triumph of the Small Investor,-2.0,116
1701,History,2,What Happened,-2.0,13
1702,History,3,Grant,23.99,5
1703,History,4,The Intimate Life of Alexander Hamilton,1.99,39
1704,History,5,What Happened,17.99,13
1705,History,6,"Mary's Mosaic: The CIA Conspiracy to Murder John F. Kennedy, Mary Pinchot Meyer, and Their Vision for World Peace: Third Edition",1.99,128
1706,History,7,Killing England: The Brutal Struggle for American Independence (Bill O'Reilly's Killing Series),14.99,95
1707,History,8,Killing England: The Brutal Struggle for American Independence (Bill O'Reilly's Killing Series),17.95,95
1708,History,9,Grant,-2.0,5
1709,History,10,Grant,19.99,5
1710,History,11,In Harm's Way: The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors,9.99,98
1711,History,12,Sapiens: A Brief History of Humankind,-2.0,37
1712,History,13,Extreme Ownership: How U.S. Navy SEALs Lead and Win,-2.0,51
1713,History,14,The Pilgrims,1.99,12
1714,History,15,What Happened,14.99,13
1715,History,16,Martin Luther: The Man Who Rediscovered God and Changed the World,18.0,65
1716,History,17,Killing England: The Brutal Struggle for American Independence,-2.0,62
1717,History,18,Napoleon: A Life,1.99,16
1718,History,19,The Winter Fortress: The Epic Mission to Sabotage Hitler's Atomic Bomb,9.99,70
1719,History,20,The Second World Wars: How the First Global Conflict Was Fought and Won,24.0,71
1720,History,21,Sapiens: A Brief History of Humankind,21.0,37
1721,History,22,Extreme Ownership: How U.S. Navy SEALs Lead and Win,18.35,51
1722,History,23,Night (Night),6.47,13
1723,History,24,Ben Franklin: The American Dream (The True Story of Benjamin Franklin) (Historical Biographies of Famous People),2.99,112
1724,History,25,Man's Search for Meaning,9.97,24
1725,History,26,Sapiens: A Brief History of Humankind,16.99,37
1726,History,27,Unbelievable: My Front-Row Seat to the Craziest Campaign in American History,17.68,76
1727,History,28,Unbelievable: My Front-Row Seat to the Craziest Campaign in American History,12.99,76
1728,History,29,The Butchering Art: Joseph Lister's Quest to Transform the Grisly World of Victorian Medicine,16.5,93
1729,History,30,"Nine Years Among the Indians, 1870-1879: The Story of the Captivity and Life of a Texan Among the Indians",0.99,105
1730,History,31,Alexander the Great,1.99,19
1731,History,32,D DAY Through German Eyes - The Hidden Story of June 6th 1944,2.99,61
1732,History,33,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,14.99,70
1733,History,34,Sticky Fingers: The Life and Times of Jann Wenner and Rolling Stone Magazine,19.46,76
1734,History,35,Unbelievable: My Front-Row Seat to the Craziest Campaign in American History,-2.0,76
1735,History,36,"Liar, Temptress, Soldier, Spy: Four Women Undercover in the Civil War",1.99,69
1736,History,37,On Tyranny: Twenty Lessons from the Twentieth Century,6.38,53
1737,History,38,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,19.68,70
1738,History,39,Slouching Towards Bethlehem: Essays,1.99,35
1739,History,40,Martin Luther: The Man Who Rediscovered God and Changed the World,-2.0,65
1740,History,41,The Devil in the White City,-2.0,27
1741,History,42,"Lean In: Women, Work, and the Will to Lead",7.01,42
1742,History,43,The Art Of War,4.99,14
1743,History,44,Andrew Jackson and the Miracle of New Orleans: The Battle That Shaped America's Destiny,16.8,87
1744,History,45,"Unholy Trinity: The Vatican?s Nazis, Soviet Intelligence and the Swiss Banks",0.99,76
1745,History,46,Homo Deus: A Brief History of Tomorrow,-2.0,38
1746,History,47,Horse Soldiers: The Extraordinary Story of a Band of US Soldiers Who Rode to Victory in Afghanistan,10.89,99
1747,History,48,Ripper: The Secret Life of Walter Sickert [Kindle in Motion],1.99,60
1748,History,49,"The Last Castle: The Epic Story of Love, Loss, and American Royalty in the Nation?s Largest Home",18.3,96
1749,History,50,Fantasyland: How America Went Haywire: A 500-Year History,-2.0,57
1750,History,51,Martin Luther: The Man Who Rediscovered God and Changed the World,14.99,65
1751,History,52,Mad City: The True Story of the Campus Murders That America Forgot,4.99,66
1752,History,53,Red Platoon: A True Story of American Valor,1.99,43
1753,History,54,Washington: The Indispensable Man,1.99,33
1754,History,55,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,12.49,94
1755,History,56,Alexander Hamilton,12.99,18
1756,History,57,The Sea Wolves: A History of the Vikings,1.2,40
1757,History,58,Company Commander: The Classic Infantry Memoir of WWII,1.49,54
1758,History,59,The Second World Wars: How the First Global Conflict Was Fought and Won,22.99,71
1759,History,60,The Operator: Firing the Shots That Killed Osama Bin Laden and My Years as a SEAL Team Warrior,-2.0,94
1760,History,61,Code Girls: The Untold Story of the American Women Code Breakers of World War II,16.8,80
1761,History,62,Into the Wild,9.81,13
1762,History,63,Red Famine: Stalin's War on Ukraine,21.0,35
1763,History,64,The Rothschilds,1.49,15
1764,History,65,Such Good Girls: The Journey of the Holocaust's Hidden Child Survivors,1.99,70
1765,History,66,The Storm Before the Storm: The Beginning of the End of the Roman Republic,17.7,74
1766,History,67,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",12.39,88
1767,History,68,A Child's History of the World,-2.0,30
1768,History,69,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,-2.0,94
1769,History,70,"The Last Castle: The Epic Story of Love, Loss, and American Royalty in the Nation's Largest Home",14.99,96
1770,History,71,What She Ate: Six Remarkable Women and the Food That Tells Their Stories,18.36,72
1771,History,72,1812: The War of 1812,0.99,21
1772,History,73,Horse Soldiers: The Extraordinary Story of a Band of US Soldiers Who Rode to Victory in Afghanistan,-2.0,99
1773,History,74,Benjamin Franklin: An American Life,-2.0,35
1774,History,75,White Rage: The Unspoken Truth of Our Racial Divide,11.55,51
1775,History,76,"The Zulus at War: The History, Rise, and Fall of the Tribe That Washed Its Spears",24.99,81
1776,History,77,Einstein: A Life of Genius (The True Story of Albert Einstein) (Historical Biographies of Famous People),2.99,104
1777,History,78,Fantasyland: How America Went Haywire: A 500-Year History,21.66,57
1778,History,79,"Tenements, Towers & Trash: An Unconventional Illustrated History of New York City",21.99,81
1779,History,80,The Righteous Mind: Why Good People Are Divided by Politics and Religion,12.04,72
1780,History,81,"The Woman Who Smashed Codes: A True Story of Love, Spies, and the Unlikely Heroine Who Outwitted America's Enemies",18.59,114
1781,History,82,The Lost City of the Monkey God: A True Story,9.99,45
1782,History,83,Miss U: Angel of the Underground,0.99,32
1783,History,84,Escape From Corregidor,0.99,22
1784,History,85,Anne Frank: The Diary of a Young Girl,6.29,37
1785,History,86,Manhunt: The 12-Day Chase to Catch Lincoln's Killer (P.S.),1.99,58
1786,History,87,Greater Gotham: A History of New York City from 1898 to 1919 (The History of NYC Series),34.65,88
1787,History,88,Horse Soldiers: The Extraordinary Story of a Band of US Soldiers Who Rode to Victory in Afghanistan,13.99,99
1788,History,89,"Red Notice: A True Story of High Finance, Murder, and One Man?s Fight for Justice",11.55,81
1789,History,90,Einstein: His Life and Universe,14.7,31
1790,History,91,"A Train in Winter: An Extraordinary Story of Women, Friendship, and Resistance in Occupied France (The Resistance Trilogy Book 1)",1.99,129
1791,History,92,A Short History of Nearly Everything,-2.0,36
1792,History,93,Dark Money: The Hidden History of the Billionaires Behind the Rise of the Radical Right,11.55,87
1793,History,94,The World of Lore: Monstrous Creatures,-2.0,38
1794,History,95,D DAY Through German Eyes - Book Two - More hidden stories from June 6th 1944,2.99,77
1795,History,96,Hidden Figures: The American Dream and the Untold Story of the Black Women Mathematicians Who Helped Win the Space Race,12.7,119
1796,History,97,A People's History of the United States,13.59,39
1797,History,98,Fantasyland: How America Went Haywire: A 500-Year History,14.99,57
1798,History,99,"God, Faith, and Reason",17.1,22
1799,History,100,American Wolf: A True Story of Survival and Obsession in the West,18.43,65
1800,Humor Entertainment,1,Leonardo da Vinci,20.99,17
1801,Humor Entertainment,2,Yes Please,2.99,10
1802,Humor Entertainment,3,Leonardo da Vinci,16.99,17
1803,Humor Entertainment,4,"We're Going to Need More Wine: Stories That Are Funny, Complicated, and True",16.19,76
1804,Humor Entertainment,5,Born a Crime: Stories from a South African Childhood,-2.0,52
1805,Humor Entertainment,6,"We're Going to Need More Wine: Stories That Are Funny, Complicated, and True",-2.0,76
1806,Humor Entertainment,7,"Basketball (and Other Things): A Collection of Questions Asked, Answered, Illustrated",11.99,85
1807,Humor Entertainment,8,I Can't Make This Up: Life Lessons,-2.0,34
1808,Humor Entertainment,9,The Anthology Part 1 Limited Edition,24.99,36
1809,Humor Entertainment,10,Xanathar's Guide to Everything,29.97,30
1810,Humor Entertainment,11,"Rhett & Link's Book of Mythicality: A Field Guide to Curiosity, Creativity, and Tomfoolery",12.6,90
1811,Humor Entertainment,12,Recovery: Freedom from Our Addictions,-2.0,37
1812,Humor Entertainment,13,Norbert?s Little Lessons for a Big Life,11.15,39
1813,Humor Entertainment,14,The RBG Workout: How She Stays Strong . . . and You Can Too!,9.64,60
1814,Humor Entertainment,15,Player's Handbook (Dungeons & Dragons),29.97,38
1815,Humor Entertainment,16,A Feast for Crows: A Song of Ice and Fire: Book 4,-2.0,49
1816,Humor Entertainment,17,The Autobiography of Gucci Mane,16.2,31
1817,Humor Entertainment,18,Mindset: The New Psychology of Success,10.2,38
1818,Humor Entertainment,19,Recovery: Freedom from Our Addictions,18.36,37
1819,Humor Entertainment,20,1984 (Signet Classics),5.99,22
1820,Humor Entertainment,21,Fahrenheit 451,13.34,14
1821,Humor Entertainment,22,Eat What You Watch: A Cookbook for Movie Lovers,15.0,47
1822,Humor Entertainment,23,"We're Going to Need More Wine: Stories That Are Funny, Complicated, and True",12.99,76
1823,Humor Entertainment,24,"Al Franken, Giant of the Senate",-2.0,31
1824,Humor Entertainment,25,The World's Largest Man: A Memoir,1.99,33
1825,Humor Entertainment,26,Go the F**k to Sleep,11.96,20
1826,Humor Entertainment,27,Dungeon Master's Guide (D&D Core Rulebook),32.41,42
1827,Humor Entertainment,28,"Rhett & Link's Book of Mythicality: A Field Guide to Curiosity, Creativity, and Tomfoolery",-2.0,90
1828,Humor Entertainment,29,Unbelievable: My Front-Row Seat to the Craziest Campaign in American History,17.68,76
1829,Humor Entertainment,30,Monster Manual (D&D Core Rulebook),34.09,34
1830,Humor Entertainment,31,Unbelievable: My Front-Row Seat to the Craziest Campaign in American History,12.99,76
1831,Humor Entertainment,32,Guinness World Records 2018: Meet our Real-Life Superheroes,14.97,59
1832,Humor Entertainment,33,Adult Coloring Book: Stress Relieving Animal Designs,5.99,52
1833,Humor Entertainment,34,The Magnolia Story,13.49,18
1834,Humor Entertainment,35,Q&A a Day: 5-Year Journal,13.87,25
1835,Humor Entertainment,36,Black Privilege: Opportunity Comes to Those Who Create It,-2.0,57
1836,Humor Entertainment,37,"Al Franken, Giant of the Senate",14.99,31
1837,Humor Entertainment,38,Sticky Fingers: The Life and Times of Jann Wenner and Rolling Stone Magazine,19.46,76
1838,Humor Entertainment,39,Calm the F*ck Down: An Irreverent Adult Coloring Book,5.14,53
1839,Humor Entertainment,40,Animal farm: A Fairy Story,8.87,26
1840,Humor Entertainment,41,Born a Crime: Stories from a South African Childhood,14.99,52
1841,Humor Entertainment,42,"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, and Paisley Patterns",4.99,113
1842,Humor Entertainment,43,My Mother Was Nuts,0.99,18
1843,Humor Entertainment,44,"Go F*ck Yourself, I'm Coloring: Swear Word Coloring Book",5.39,56
1844,Humor Entertainment,45,Bossypants,-2.0,10
1845,Humor Entertainment,46,You're Only Old Once!: A Book for Obsolete Children,9.29,51
1846,Humor Entertainment,47,"Al Franken, Giant of the Senate",19.77,31
1847,Humor Entertainment,48,Modern Romance: An Investigation,-2.0,32
1848,Humor Entertainment,49,The Legend of Zelda Encyclopedia,23.99,32
1849,Humor Entertainment,50,Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,8.79,87
1850,Humor Entertainment,51,Win Bigly: Persuasion in a World Where Facts Don't Matter,17.7,57
1851,Humor Entertainment,52,You Are Not Small,3.99,17
1852,Humor Entertainment,53,Pusheen the Cat 2018 Wall Calendar,9.41,34
1853,Humor Entertainment,54,Recovery: Freedom from Our Addictions,12.99,37
1854,Humor Entertainment,55,I'm Fine...and Other Lies,-2.0,25
1855,Humor Entertainment,56,The Two-Night One-Night Stand,0.99,29
1856,Humor Entertainment,57,How to Think: A Survival Guide for a World at Odds,15.31,50
1857,Humor Entertainment,58,Fantasyland: How America Went Haywire: A 500-Year History,-2.0,57
1858,Humor Entertainment,59,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,11.99,69
1859,Humor Entertainment,60,The Break,28.19,9
1860,Humor Entertainment,61,Hamilton: The Revolution,28.08,24
1861,Humor Entertainment,62,The Magnolia Story,-2.0,18
1862,Humor Entertainment,63,Make Life Your Bitch: Motivational adult coloring book. Turn your stress into success! (Midnight Edition),4.49,105
1863,Humor Entertainment,64,Born a Crime: Stories from a South African Childhood,19.17,52
1864,Humor Entertainment,65,Of Mess and Moxie: Wrangling Delight out of This Wild and Glorious Life,-2.0,71
1865,Humor Entertainment,66,Essential Elements for Strings - Book 1 with EEi: Violin,5.79,56
1866,Humor Entertainment,67,Swear Word Coloring Book: The Jungle Adult Coloring Book featured with Sweary Words & Animals,4.04,93
1867,Humor Entertainment,68,A Simplified Life: Tactical Tools for Intentional Living,12.21,56
1868,Humor Entertainment,69,Yes Please,-2.0,10
1869,Humor Entertainment,70,The Anatomy Coloring Book,18.49,25
1870,Humor Entertainment,71,The Art of Overwatch Limited Edition,60.0,36
1871,Humor Entertainment,72,Adult All-In-One Course: Lesson-Theory-Technic: Level 1,11.55,55
1872,Humor Entertainment,73,Searching for Dave Chappelle (Kindle Single),2.99,44
1873,Humor Entertainment,74,The Art of Overwatch,31.44,20
1874,Humor Entertainment,75,Easy Origami (Dover Origami Papercraft)over 30 simple projects,2.87,62
1875,Humor Entertainment,76,The Book of General Ignorance,1.99,29
1876,Humor Entertainment,77,Dangerous,-2.0,9
1877,Humor Entertainment,78,Teaching Little Fingers to Play: A Book for the Earliest Beginner (John Thompsons Modern Course for The Piano),4.05,110
1878,Humor Entertainment,79,The Great Gasbag: An A-to-Z Study Guide to Surviving Trump World,16.5,64
1879,Humor Entertainment,80,Slaughterhouse-Five,6.99,19
1880,Humor Entertainment,81,"F*ck, That's Delicious: An Annotated Guide to Eating Well",20.25,57
1881,Humor Entertainment,82,Primer Level - Lesson Book: Piano Adventures,6.79,44
1882,Humor Entertainment,83,Black Privilege: Opportunity Comes to Those Who Create It,12.99,57
1883,Humor Entertainment,84,The Girl with the Lower Back Tattoo,-2.0,35
1884,Humor Entertainment,85,Theft by Finding: Diaries (1977-2002),-2.0,37
1885,Humor Entertainment,86,Lucky Number Eleven,3.99,19
1886,Humor Entertainment,87,Church of the Small Things: The Million Little Pieces That Make Up a Life,15.31,73
1887,Humor Entertainment,88,Fantasyland: How America Went Haywire: A 500-Year History,21.66,57
1888,Humor Entertainment,89,Colorful Blessings: Cards to Color and Share,3.76,44
1889,Humor Entertainment,90,Hand Lettering 101: An Introduction to the Art of Creative Lettering,20.39,68
1890,Humor Entertainment,91,So Much I Want to Tell You: Letters to My Little Sister,13.18,55
1891,Humor Entertainment,92,Volo's Guide to Monsters,33.96,24
1892,Humor Entertainment,93,Everyday Watercolor: Learn to Paint Watercolor in 30 Days,15.63,57
1893,Humor Entertainment,94,Standard Wirebound Manuscript Paper (Green Cover),4.99,49
1894,Humor Entertainment,95,Katie Daisy 2017 ? 2018 On-the-Go Weekly Planner: 17-Month Calendar with Pocket,13.49,79
1895,Humor Entertainment,96,Empathy and Eyebrows: A Survivalist's Stories on Reviving Your Spirit After Soul-Crushing Sh*tstorms,-2.0,100
1896,Humor Entertainment,97,Coloring Book for Adults: Amazing Swirls,5.99,40
1897,Humor Entertainment,98,"Joan Rivers Confidential: The Unseen Scrapbooks, Joke Cards, Personal Files, and Photos of a Very Funny Woman Who Kept Everything",25.47,129
1898,Humor Entertainment,99,Notebook Doodles Super Cute: Coloring & Activity Book (Design Originals),4.97,72
1899,Humor Entertainment,100,Wreck This Journal (Paper bag) Expanded Ed.,8.49,43
1900,Law,1,Mindset: The New Psychology of Success,10.2,38
1901,Law,2,Mindhunter: Inside the FBI's Elite Serial Crime Unit,8.54,52
1902,Law,3,Mindhunter: Inside the FBI's Elite Serial Crime Unit,11.51,52
1903,Law,4,Just Mercy: A Story of Justice and Redemption,12.0,45
1904,Law,5,The New Jim Crow:  Mass Incarceration in the Age of Colorblindness,13.56,66
1905,Law,6,"Scalia Speaks: Reflections on Law, Faith, and Life Well Lived",22.35,61
1906,Law,7,"10 Actual, Official LSAT PrepTests Volume VI",26.44,44
1907,Law,8,White Rage: The Unspoken Truth of Our Racial Divide,11.55,51
1908,Law,9,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,-2.0,65
1909,Law,10,I Will Find You: Solving Killer Cases from My Life Fighting Crime (Homicide Hunter),17.7,83
1910,Law,11,Mindhunter: Inside the FBI's Elite Serial Crime Unit,-2.0,52
1911,Law,12,Robert's Rules of Order Newly Revised,11.21,37
1912,Law,13,Just Mercy: A Story of Justice and Redemption,-2.0,45
1913,Law,14,The Color of Law: A Forgotten History of How Our Government Segregated America,19.0,78
1914,Law,15,"10 Actual, Official LSAT PrepTests Volume V: PrepTests 62 through 71 (Lsat Series)",24.97,82
1915,Law,16,How to Debate Leftists and Destroy Them: 11 Rules for Winning the Argument,0.99,74
1916,Law,17,All You Need to Know About the Music Business: Ninth Edition,25.49,60
1917,Law,18,The Associated Press Stylebook 2017: and Briefing on Media Law (Associated Press Stylebook and Briefing on Media Law),14.95,117
1918,Law,19,The New Jim Crow,9.99,16
1919,Law,20,Just Mercy: A Story of Justice and Redemption,14.99,45
1920,Law,21,"Scalia Speaks: Reflections on Law, Faith, and Life Well Lived",14.99,61
1921,Law,22,The PowerScore LSAT Logic Games Bible (Powerscore LSAT Bible) (Powerscore Test Preparation),49.0,91
1922,Law,23,White Rage: The Unspoken Truth of Our Racial Divide,8.51,51
1923,Law,24,"Robert's Rules of Order Newly Revised In Brief, 2nd edition (Roberts Rules of Order in Brief)",7.99,93
1924,Law,25,The PowerScore LSAT Logical Reasoning Bible,50.25,43
1925,Law,26,I Can't Breathe: A Killing on Bay Street,19.04,40
1926,Law,27,Chasing the Ripper (Kindle Single),1.99,34
1927,Law,28,"Civil Procedure, 7th Edition (Examples & Explanations)",39.86,54
1928,Law,29,Notorious RBG: The Life and Times of Ruth Bader Ginsburg,12.5,56
1929,Law,30,The Official LSAT SuperPrep: The Champion of LSAT Prep,18.03,54
1930,Law,31,Kaplan LSAT Premier 2016-2017 with Real Practice Questions: Book + Online (Kaplan Test Prep),40.77,92
1931,Law,32,LSAT Prep Book: Study Guide & Practice Test Questions for the Law School Admission Council's (LSAC) Law School Admission Test,24.69,125
1932,Law,33,Dead Center: How Political Polarization Divided America and What We Can Do About It,29.93,83
1933,Law,34,Blindsided: The True Story of One Man's Crusade Against Chemical Giant DuPont for a Boy with No Eyes,0.99,100
1934,Law,35,"Blockchain: Ultimate guide to understanding blockchain, bitcoin, cryptocurrencies, smart contracts and the future of money.",2.99,123
1935,Law,36,BRAIN DAMAGE: A Juror's Tale: The Hammer Killing Trial,3.99,54
1936,Law,37,"10 New Actual, Official LSAT: PrepTests 52-61 (Lsat Series)",24.97,59
1937,Law,38,Whoever Fights Monsters: My Twenty Years Tracking Serial Killers for the FBI,-2.0,76
1938,Law,39,"Scalia Speaks: Reflections on Law, Faith, and Life Well Lived",-2.0,61
1939,Law,40,Impeachment: A Citizen?s Guide,6.5,30
1940,Law,41,Black Titan: A.G. Gaston and the Making of a Black American Millionaire,1.99,71
1941,Law,42,The PowerScore LSAT Reading Comprehension Bible,47.43,47
1942,Law,43,The LSAT Trainer: A Remarkable Self-Study Guide For The Self-Driven Student,61.34,75
1943,Law,44,Without a Doubt,5.99,15
1944,Law,45,On Killing: The Psychological Cost of Learning to Kill in War and Society,13.39,73
1945,Law,46,How to Remove ALL Negative Items from your Credit Report,2.99,56
1946,Law,47,Journey Into Darkness (WWE),3.99,27
1947,Law,48,Hitler's American Model: The United States and the Making of Nazi Race Law,18.45,74
1948,Law,49,Whoever Fights Monsters: My Twenty Years Tracking Serial Killers for the FBI,8.22,76
1949,Law,50,Unhitched: Unlocking the Courage and Clarity to Get Unstuck from a Bad Marriage,0.99,79
1950,Law,51,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty",15.35,63
1951,Law,52,"The Next 10 Actual, Official LSAT PrepTests (Lsat Series)",20.4,57
1952,Law,53,White Rage: The Unspoken Truth of Our Racial Divide,-2.0,51
1953,Law,54,The Cyanide Canary: A True Story of Injustice,4.99,45
1954,Law,55,Rangers and Sovereignty,0.99,23
1955,Law,56,Mind Hunter: Inside the FBI's Elite Serial Crime Unit,-2.0,53
1956,Law,57,Blood in the Water: The Attica Prison Uprising of 1971 and Its Legacy,14.28,69
1957,Law,58,Yes Vote: Public Hearing Plan for Developers,0.99,44
1958,Law,59,Dead Center: How Political Polarization Divided America and What We Can Do about It,19.95,83
1959,Law,60,The Official LSAT PrepTest 81: (June 2017 LSAT),8.87,47
1960,Law,61,The Chickenshit Club: Why the Justice Department Fails to Prosecute Executives,17.92,78
1961,Law,62,Gorilla and the Bird: A Memoir of Madness and a Mother's Love,18.36,61
1962,Law,63,The Dictator's Handbook: Why Bad Behavior is Almost Always Good Politics,9.85,72
1963,Law,64,Emotional survival for law enforcement: A guide for officers and their families,15.26,79
1964,Law,65,Licensed to Lie: Exposing Corruption in the Department of Justice,28.95,65
1965,Law,66,J.K. Lasser's Your Income Tax 2018: For Preparing Your 2017 Tax Return,24.29,70
1966,Law,67,Quicken Willmaker Plus 2017 Edition: Book & Software Kit,39.91,56
1967,Law,68,"Never Caught: The Washingtons' Relentless Pursuit of Their Runaway Slave, Ona Judge",17.68,83
1968,Law,69,My Own Words,20.4,12
1969,Law,70,Examples & Explanations: The Law of Torts,37.18,41
1970,Law,71,Examples & Explanations for Contracts,50.3,37
1971,Law,72,Whoever Fights Monsters: My Twenty Years Tracking Serial Killers for the FBI,8.99,76
1972,Law,73,The Color of Law: A Forgotten History of How Our Government Segregated America,9.18,78
1973,Law,74,War Against All Puerto Ricans: Revolution and Terror in America's Colony,13.82,72
1974,Law,75,Constitution of the United States (Little Books of Wisdom),8.99,58
