"category","rank","titles","prices"
"Teen Young Adult",7,"The Book of Dust:  La Belle Sauvage (Book of Dust, Volume 1)","$11.99"
"Teen Young Adult",8,"Harry Potter and the Chamber of Secrets","$8.99"
"Teen Young Adult",9,"Harry Potter and the Goblet of Fire","$8.99"
"Teen Young Adult",10,"Harry Potter and the Prisoner of Azkaban","$8.99"
"Teen Young Adult",11,"Turtles All the Way Down","$10.99"
"Teen Young Adult",12,"Harry Potter and the Deathly Hallows","$8.99"
"Teen Young Adult",13,"Turtles All the Way Down","$0.00 with Trial"
"Teen Young Adult",14,"Harry Potter and the Order of the Phoenix","$8.99"
"Teen Young Adult",15,"A Shade of Vampire (New & Lengthened 2015 Edition)","$0.99"
"Teen Young Adult",16,"Free the Darkness (King's Dark Tidings Book 1)","$3.99"
"Teen Young Adult",17,"Inception: A Dark Paranormal Romance (The Marked Book 1)","$2.99"
"Teen Young Adult",18,"The Hundredth Queen (The Hundredth Queen Series Book 1)","$4.99"
"Teen Young Adult",19,"Interpreter of Maladies","$9.99"
"Teen Young Adult",20,"Harry Potter and the Half-Blood Prince","$8.99"
"Teen Young Adult",21,"The Fire Queen (The Hundredth Queen Series Book 2)","$4.99"
"Teen Young Adult",22,"First Year (The Black Mage Book 1)","$0.99"
"Teen Young Adult",23,"Mockingjay (Hunger Games Trilogy, Book 3)","$7.99"
"Teen Young Adult",24,"Xanathar's Guide to Everything","$29.97"
"Teen Young Adult",25,"The Hunger Games (Hunger Games Trilogy, Book 1)","$6.99"
"Teen Young Adult",26,"Rhett & Link's Book of Mythicality: A Field Guide to Curiosity, Creativity, and Tomfoolery","$12.60"
"Teen Young Adult",27,"Deadpool Vol. 1: Secret Invasion","$4.50"
"Teen Young Adult",28,"Whispers From The Dead (The Veil Diaries Book 4)","$2.99"
"Teen Young Adult",29,"Darkest Before The Dawn (The Second Dark Ages Book 3)","$3.99"
"Teen Young Adult",30,"Legends of Ahn (King's Dark Tidings Book 3)","$4.99"
"Teen Young Adult",31,"The Golden Compass: His Dark Materials","$1.99"
"Teen Young Adult",32,"Player's Handbook (Dungeons & Dragons)","$29.97"
"Teen Young Adult",33,"Catching Fire (Hunger Games Trilogy, Book 2)","$7.99"
"Teen Young Adult",34,"Scythe","$0.00 with Trial"
"Teen Young Adult",35,"Gateway To The Universe: In Bad Company","$0.99"
"Teen Young Adult",36,"Storm Warrior: Age Of Magic - A Kurtherian Gambit Series (Storms Of Magic Book 4)","$0.99"
"Teen Young Adult",37,"A Shade of Vampire 2: A Shade of Blood","$3.99"
"Teen Young Adult",38,"Journey to Star Wars: The Force Awakens: Lost Stars","$0.99"
"Teen Young Adult",39,"Elementals: The Complete Series","$9.99"
"Teen Young Adult",40,"Reign of Madness (King's Dark Tidings Book 2)","$4.99"
"Teen Young Adult",41,"Apprentice (The Black Mage Book 2)","$4.99"
"Teen Young Adult",42,"The Subtle Knife: His Dark Materials","$1.99"
"Teen Young Adult",43,"The Amber Spyglass: His Dark Materials","$1.99"
"Teen Young Adult",44,"The Night Realm (Spell Weaver Book 1)","$0.99"
"Teen Young Adult",45,"The Outsiders","$7.59"
"Teen Young Adult",46,"A Shade of Vampire 3: A Castle of Sand","$3.99"
"Teen Young Adult",47,"Ben Franklin: The American Dream (The True Story of Benjamin Franklin) (Historical Biographies of Famous People)","$2.99"
"Teen Young Adult",48,"The Golden Compass: His Dark Materials, Book 1","$0.00 with Trial"
"Teen Young Adult",49,"Harry Potter Paperback Box Set (Books 1-7)","$52.99"
"Teen Young Adult",50,"The Hobbit (Lord of the Rings)","$9.99"
"Teen Young Adult",51,"Reason To Breathe (The Breathing Series, Book 1)","$4.74"
"Teen Young Adult",52,"Dungeon Master's Guide (D&D Core Rulebook)","$32.41"
"Teen Young Adult",53,"Harry Potter and the Sorcerer's Stone","$8.78"
"Teen Young Adult",54,"The Hate U Give","$13.49"
"Teen Young Adult",55,"Tears of the Silenced: A True Crime and an American Tragedy; Severe Child Abuse and Leaving the Amish","$2.99"
"Teen Young Adult",56,"Monster Manual (D&D Core Rulebook)","$34.09"
"Teen Young Adult",57,"Ms. Marvel Vol. 1: No Normal (Ms. Marvel Series)","$4.50"
"Teen Young Adult",58,"Harry Potter - A Journey Through A History of Magic","$8.99"
"Teen Young Adult",59,"The Mermaid's Sister","$3.99"
"Teen Young Adult",60,"Tower of Dawn (Throne of Glass)","$8.53"
"Teen Young Adult",61,"Curveball (Barlow Sisters Book 1)","$3.99"
"Teen Young Adult",62,"Hatchet","$5.99"
"Teen Young Adult",63,"The Giver (Giver Quartet)","$7.19"
"Teen Young Adult",64,"Strike Out (Barlow Sisters Book 2)","$4.99"
"Teen Young Adult",65,"The Last Unicorn: Classic Edition","$6.99"
"Teen Young Adult",66,"Harry Potter y la piedra filosofal (La colección de Harry Potter) (Spanish Edition)","$8.99"
"Teen Young Adult",67,"The Hidden Village: A Story of Survival in WW2 Holland","$0.99"
"Teen Young Adult",68,"Attack on Titan Vol. 1","$7.99"
"Teen Young Adult",69,"Uncanny","$3.99"
"Teen Young Adult",70,"The Catcher in the Rye","$6.74"
"Teen Young Adult",71,"Glow: The Revelations of Oriceran (The Fairhaven Chronicles Book 1)","$3.99"
"Teen Young Adult",72,"The Queen's Poisoner (The Kingfountain Series Book 1)","$4.99"
"Teen Young Adult",73,"Invidious: A Dark Paranormal Romance (The Marked Book 2)","$3.99"
"Teen Young Adult",74,"Trickery (Curse of the Gods Book 1)","$2.99"
"Teen Young Adult",75,"A Shade of Vampire 6: A Gate of Night","$3.99"
"Teen Young Adult",76,"Women in Science: 50 Fearless Pioneers Who Changed the World","$11.55"
"Teen Young Adult",77,"A Shade of Vampire 5: A Blaze of Sun","$3.99"
"Teen Young Adult",78,"The Spiritglass Charade: A Stoker & Holmes Novel","$1.99"
"Teen Young Adult",79,"The Fellowship of the Ring: Being the First Part of The Lord of the Rings","$9.99"
"Teen Young Adult",80,"You're Only Old Once!: A Book for Obsolete Children","$9.29"
"Teen Young Adult",81,"Dungeon Master's Screen Reincarnated","$10.71"
"Teen Young Adult",82,"Secondborn (Secondborn Series Book 1)","$4.99"
"Teen Young Adult",83,"Extremely Loud and Incredibly Close: A Novel","$9.99"
"Teen Young Adult",84,"Meditations (Dover Thrift Editions)","$1.78"
"Teen Young Adult",85,"Unsouled (Cradle Book 1)","$3.99"
"Teen Young Adult",86,"The Hobbit","$0.00 with Trial"
"Teen Young Adult",87,"Death Becomes Her (The Kurtherian Gambit Book 1)","$3.99"
"Teen Young Adult",88,"The Hollow Crown (The Kingfountain Series Book 4)","$4.99"
"Teen Young Adult",89,"The Book Thief","$9.89"
"Teen Young Adult",90,"Iniquitous: A Dark Paranormal Romance (The Marked Book 3)","$3.99"
"Teen Young Adult",91,"Lost Legio IX: The Karus Saga","$4.99"
"Teen Young Adult",92,"Magical Compass: A Supernatural Prison Story","$3.99"
"Teen Young Adult",93,"Magic of the Void: A Reverse Harem Witch Series (Winslow Witch Chronicles Book 1)","$2.99"
"Teen Young Adult",94,"Michael Vey 7: The Final Spark","$13.98"
"Teen Young Adult",95,"The Things They Carried","$12.25"
"Teen Young Adult",96,"Hamlet ( Folger Library Shakespeare)","$5.39"
"Teen Young Adult",97,"Western Brides: Josie's Dream: A Sweet and Inspirational Western Historical Romance (Pioneer Brides of the Oregon Trail Book 3)","$0.99"
"Teen Young Adult",98,"The King's Traitor (The Kingfountain Series Book 3)","$4.99"
"Teen Young Adult",99,"Astonishing X-Men, Vol. 1: Gifted","$5.50"
"Teen Young Adult",100,"Harry Potter And The Chamber Of Secrets","$8.36"
"Test Preparation",1,"The Official SAT Study Guide, 2018 Edition (Official Study Guide for the New Sat)","$20.78"
"Test Preparation",2,"Mindset: The New Psychology of Success","$10.20"
"Test Preparation",3,"The Golden Compass: His Dark Materials, Book 1","$0.00 with Trial"
"Test Preparation",4,"The Official ACT Prep Guide, 2018: Official Practice Tests + 400 Bonus Questions Online","$27.96"
"Test Preparation",5,"Phonics for Kindergarten, Grade K (Home Workbook)","$4.49"
"Test Preparation",6,"Saunders Comprehensive Review for the NCLEX-RN® Examination, 7e (Saunders Comprehensive Review for Nclex-Rn)","$51.63"
"Test Preparation",7,"5 lb. Book of GRE Practice Problems (Manhattan Prep GRE Strategy Guides)","$21.01"
"Test Preparation",8,"ATI TEAS Secrets Study Guide: TEAS 6 Complete Study Manual, Full-Length Practice Tests, Review Video Tutorials for the Test of Essential Academic Skills, Sixth Edition","$33.92"
"Test Preparation",9,"GRE Prep Plus 2018: Practice Tests + Proven Strategies + Online + Video + Mobile (Kaplan Test Prep)","$27.19"
"Test Preparation",10,"A Guide to the Project Management Body of Knowledge (PMBOK® Guide)<U+0096>Fifth Edition","$44.84"
"Test Preparation",11,"Cracking the ACT with 6 Practice Tests, 2017 Edition: The Techniques, Practice, and Review You Need to Score Higher (College Test Preparation)","$13.59"
"Test Preparation",12,"ATI TEAS Review Manual: Sixth Edition Revised","$24.93"
"Test Preparation",13,"Admission Assessment Exam Review, 4e","$24.00"
"Test Preparation",14,"GMAT Official Guide 2018 Bundle: Books + Online","$45.16"
"Test Preparation",15,"Sight Words Flash Cards","$2.99"
"Test Preparation",16,"ASVAB Premier 2017-2018 with 6 Practice Tests: Online + Book + Videos (Kaplan Test Prep)","$20.39"
"Test Preparation",17,"10 Actual, Official LSAT PrepTests Volume VI","$26.44"
"Test Preparation",18,"Where the Red Fern Grows","$0.00 with Trial"
"Test Preparation",19,"GED Test 2017 Strategies, Practice & Review with 2 Practice Tests: Online + Book (Kaplan Test Prep)","$15.63"
"Test Preparation",20,"MCAT Complete 7-Book Subject Review 2018-2019: Online + Book (Kaplan Test Prep)","$120.93"
"Test Preparation",21,"Eragon: The Inheritance Cycle, Book 1","$0.00 with Trial"
"Test Preparation",22,"Coraline","$0.00 with Trial"
"Test Preparation",23,"Cracking the AP U.S. History Exam 2018, Premium Edition (College Test Preparation)","$17.15"
"Test Preparation",24,"First Aid for the USMLE Step 1 2017","$44.69"
"Test Preparation",25,"Cracking the SAT Premium Edition with 7 Practice Tests, 2018: The All-in-One Solution for Your Highest Possible Score (College Test Preparation)","$22.12"
"Test Preparation",26,"The Subtle Knife: His Dark Materials, Book 2","$0.00 with Trial"
"Test Preparation",27,"100 Words Kids Need to Read by 1st Grade: Sight Word Practice to Build Strong Readers","$3.95"
"Test Preparation",28,"The Official Guide to the GRE General Test","$27.19"
"Test Preparation",29,"2017 / 2018 ASVAB For Dummies (For Dummies (Lifestyle))","$13.05"
"Test Preparation",30,"10 Actual, Official LSAT PrepTests Volume V: PrepTests 62 through 71 (Lsat Series)","$24.97"
"Test Preparation",31,"The Amber Spyglass: His Dark Materials, Book 3","$0.00 with Trial"
"Test Preparation",32,"Art of Seduction: An Indispensible Primer on the Ultimate Form of Power","$0.00 with Trial"
"Test Preparation",33,"Coloring Books for Kids & Toddlers: Animals Coloring: Children Activity Books for Kids Ages 2-4, 4-8, Boys, Girls, Fun Early Learning, Relaxation for ... Workbooks, Toddler Coloring Book (Volume 1)","$4.56"
"Test Preparation",34,"The Giver","$0.00 with Trial"
"Test Preparation",35,"Catholic High School Entrance Exams: COOP * HSPT * TACHS (Kaplan Test Prep)","$11.35"
"Test Preparation",36,"Fiske Guide to Colleges 2018","$20.18"
"Test Preparation",37,"180 Days of Reading for First Grade (180 Days of Practice)","$17.99"
"Test Preparation",38,"Cracking the AP World History Exam 2018, Premium Edition (College Test Preparation)","$17.30"
"Test Preparation",39,"Official GRE Super Power Pack 2/E","$47.99"
"Test Preparation",40,"180 Days of Reading for Kindergarten (180 Days of Practice)","$16.99"
"Test Preparation",41,"Esperanza Rising","$0.00 with Trial"
"Test Preparation",42,"Barron's AP Biology, 6th Edition","$12.91"
"Test Preparation",43,"Dr. Pestana's Surgery Notes: Top 180 Vignettes for the Surgical Wards (Kaplan Test Prep)","$20.57"
"Test Preparation",44,"9 Practice Tests for the SAT, 2018 Edition: Extra Preparation to Help Achieve an Excellent Score (College Test Preparation)","$17.54"
"Test Preparation",45,"Letter Tracing Book for Preschoolers: Letter Tracing Book, Practice For Kids, Ages 3-5, Alphabet Writing Practice","$4.49"
"Test Preparation",46,"Cracking the SSAT & ISEE, 2018 Edition: All the Strategies, Practice, and Review You Need to Help Get a Higher Score (Private Test Preparation)","$13.59"
"Test Preparation",47,"Hatchet","$0.00 with Trial"
"Test Preparation",48,"ACT Prep Plus 2018: 5 Practice Tests + Proven Strategies + Online (Kaplan Test Prep)","$21.75"
"Test Preparation",49,"Med-Surg Success: A Q&A Review Applying Critical Thinking to Test Taking (Davis's Q&a Success)","$32.01"
"Test Preparation",50,"2017 — 2018 Student Planner; Get Shit Done: 6”x9” Academic Planner and Daily Organizer, August 2017 – July 2018 (Daily and Weekly Planners, Organizers ... for College, University and High School)","$8.09"
"Test Preparation",51,"Living Language Spanish, Complete Edition","$39.99"
"Test Preparation",52,"Scholastic Success With: Grammar, Grade 3 (Scholastic Success with Workbooks: Grammar)","$5.99"
"Test Preparation",53,"Gifted and Talented Test Preparation: Gifted test prep book for the OLSAT, NNAT2, and COGAT; Workbook for children in preschool and kindergarten (Gifted Games)","$19.79"
"Test Preparation",54,"Prioritization, Delegation, and Assignment: Practice Exercises for the NCLEX Examination, 3e","$33.32"
"Test Preparation",55,"Cracking the AP Chemistry Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)","$13.59"
"Test Preparation",56,"Make It Stick: The Science of Successful Learning","$21.36"
"Test Preparation",57,"Barron's SAT Subject Test: Math Level 2, 12th Edition","$11.55"
"Test Preparation",58,"The Ultimate Scholarship Book 2018: Billions of Dollars in Scholarships, Grants and Prizes","$22.51"
"Test Preparation",59,"United States History: Preparing for the Advanced Placement Examination, 2018 Edition","$30.12"
"Test Preparation",60,"The PowerScore LSAT Logic Games Bible (Powerscore LSAT Bible) (Powerscore Test Preparation)","$49.00"
"Test Preparation",61,"GRE Prep 2018: Practice Tests + Proven Strategies + Online (Kaplan Test Prep)","$16.99"
"Test Preparation",62,"Barron's AP Psychology, 7th Edition (Barron's AP Psychology Exam)","$11.55"
"Test Preparation",63,"Barron's AP Calculus, 14th Edition","$14.86"
"Test Preparation",64,"The PowerScore LSAT Logical Reasoning Bible","$50.25"
"Test Preparation",65,"GMAT Prep Plus 2018: 6 Practice Tests + Proven Strategies + Online + Video + Mobile (Kaplan Test Prep)","$30.59"
"Test Preparation",66,"Basic Sight Words Flash Cards, Ages 6 - 9","$7.49"
"Test Preparation",67,"ACT Prep Book 2017-2018: Test Prep Book & Practice Test Questions for the English, Math, Reading, Science, and Writing Sections of the ACT Exam","$10.44"
"Test Preparation",68,"SSAT & ISEE Prep 2018-2019: 6 Practice Tests + Proven Strategies (Kaplan Test Prep)","$13.59"
"Test Preparation",69,"The Best 382 Colleges, 2018 Edition: Everything You Need to Make the Right College Choice (College Admissions Guides)","$16.99"
"Test Preparation",70,"Step-Up to Medicine (Step-Up Series)","$41.99"
"Test Preparation",71,"The Official LSAT SuperPrep: The Champion of LSAT Prep","$18.03"
"Test Preparation",72,"Kaplan LSAT Premier 2016-2017 with Real Practice Questions: Book + Online (Kaplan Test Prep)","$40.77"
"Test Preparation",73,"Phonics for First Grade, Grade 1: Gold Star Edition (Home Workbooks)","$4.49"
"Test Preparation",74,"Nursing Teas Guide (Quick Study Academic)","$6.67"
"Test Preparation",75,"LSAT Prep Book: Study Guide & Practice Test Questions for the Law School Admission Council's (LSAC) Law School Admission Test","$24.69"
"Test Preparation",76,"Barron's AP Statistics, 9th Edition","$12.91"
"Test Preparation",77,"Nurse Practitioner Certification Examination and Practice Preparation","$74.36"
"Test Preparation",78,"I Know Why the Caged Bird Sings","$0.00 with Trial"
"Test Preparation",79,"GED Test Premier 2017 with 2 Practice Tests: Online + Book + Videos + Mobile (Kaplan Test Prep)","$20.10"
"Test Preparation",80,"Official Guide to the TOEFL Test With CD-ROM, 4th Edition (Official Guide to the Toefl Ibt)","$25.69"
"Test Preparation",81,"All Quiet on the Western Front","$0.00 with Trial"
"Test Preparation",82,"GRE Vocabulary Flashcards + App (Kaplan Test Prep)","$16.70"
"Test Preparation",83,"A Mind for Numbers: How to Excel at Math and Science (Even If You Flunked Algebra)","$15.54"
"Test Preparation",84,"Number Tracing Book For Preschoolers: Number Tracing Book, Practice For Kids, Ages 3-5, Number Writing Practice","$4.49"
"Test Preparation",85,"Gifted and Talented COGAT Test Prep Grade 2: Gifted Test Prep Book for the COGAT Level 8; Workbook for Children in Grade 2","$19.79"
"Test Preparation",86,"Kaplan MCAT Flashcards + App (Kaplan Test Prep)","$19.29"
"Test Preparation",87,"10 New Actual, Official LSAT: PrepTests 52-61 (Lsat Series)","$24.97"
"Test Preparation",88,"SAT Prep Plus 2018: 5 Practice Tests + Proven Strategies + Online (Kaplan Test Prep)","$24.47"
"Test Preparation",89,"Family Nurse Practitioner Certification Intensive Review: Fast Facts and Practice Questions, Second Edition","$41.93"
"Test Preparation",90,"My First Book Of Cutting (Kumon Workbooks)","$6.75"
"Test Preparation",91,"Barron's AP US History Flash Cards, 3rd Edition","$12.93"
"Test Preparation",92,"Grade 1 Reading (Kumon Reading Workbooks)","$3.97"
"Test Preparation",93,"Barron's AP United States History, 3rd Edition","$13.94"
